,CID,CanonicalSMILES,name
603,17275,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,Antazoline (hydrochloride)
604,68540,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,Amiloride hydrochloride dihydrate
605,131682,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,Safinamide
606,446284,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,Eicosapentaenoic Acid
607,65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Desipramine hydrochloride
608,2453,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,Broxyquinoline
609,6917890,C(C(=O)O)O.N.N.[Pt],Nedaplatin
619,8246,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],Neostigmine (Bromide)
620,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Flumazenil
621,4831,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,Pipemidic acid
622,6918537,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,Vildagliptin
626,119182,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,Clofarabine
627,6475,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C,Chlorphenoxamine
628,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,Chlorambucil
629,6918223,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2.Cl,Dexrazoxane (Hydrochloride)
631,118704750,C1CC(N2CC1N(C2=O)OS(=O)(=O)[O-])C(=O)N.O.[Na+],Avibactam (sodium hydrate)
632,5281081,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,Entacapone
633,6918612,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,Anisodamine
641,1548943,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Capsaicin
642,4194514,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+],Risedronate (sodium)
643,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,Fluconazole
644,25126798,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,Ruxolitinib
645,23634441,C1=CC(=CC(=C1)Cl)C2=CC(=C(N=C2)C(=O)NCC(=O)O)O,Vadadustat
646,65513,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,Histamine (phosphate)
647,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Nitazoxanide
648,3064778,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O,Hydroxyfasudil
649,19371515,CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,Alcaftadine
650,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,Betaxolol
651,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,Fingolimod
652,11001318,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,Tafamidis
653,23663972,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)[O-])O.[Na+],Faropenem sodium
657,72172,CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=CC=C1)N)O,Bestatin
658,66245,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,Sotalol (hydrochloride)
659,51040,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Avobenzone
660,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,Bifonazole
661,3033968,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,Gestodene
662,6291,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,Mestranol
663,40973,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,Desogestrel
664,124087,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Desloratadine
665,175804,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,Ropivacaine hydrochloride
671,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Tolazamide
672,68861,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,Dienogest
673,44564,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,Lodoxamide
674,22576,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,Cyclobenzaprine (hydrochloride)
675,9926791,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,Tofacitinib
676,3000469,CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C,Artemotil
677,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,Praziquantel
678,135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Olanzapine
679,13109,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,Levonorgestrel
680,9883259,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl,Molindone (hydrochloride)
681,71926,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2.COS(=O)(=O)[O-],Amezinium (methylsulfate)
682,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Amoxapine
683,11065,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Amitriptyline (hydrochloride)
684,71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,Maprotiline (hydrochloride)
685,62923,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,Venlafaxine (hydrochloride)
686,135409471,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O.Cl.Cl,Sapropterin (dihydrochloride)
687,119607,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,Valdecoxib
688,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,Rofecoxib
689,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Sulfaphenazole
690,5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,Progesterone
691,23677829,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].O.O.[Na+],Tolmetin (sodium dihydrate)
692,11243969,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,Saxagliptin
701,59227,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,Rotigotine
702,64139,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,Efavirenz
703,104799,CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,Fotemustine
704,107999,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4.Cl,Ramosetron (Hydrochloride)
705,14675,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31.Cl,Doxepin (Hydrochloride)
707,6420039,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,Moxisylyte (hydrochloride)
708,667467,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Chlorprothixene
711,134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Febuxostat
712,8228,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Imipramine (hydrochloride)
713,441414,CC(C(C1=CC(=CC=C1)O)O)N.C(C(C(=O)O)O)(C(=O)O)O,Metaraminol (tartrate)
714,6018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,Tetrabenazine
715,5311309,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,Nateglinide
716,66063,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Diphenylpyraline (hydrochloride)
717,5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],Diclofenac (Sodium)
718,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,Belinostat
719,64929,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Fenofibric acid
720,6433090,CC1=NC=CN1CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N,Imidafenacin
721,1549120,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,Epalrestat
722,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,Mitotane
723,446541,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,Mycophenolic acid
724,656664,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl,Tropisetron (Hydrochloride)
725,32169,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl,Articaine (hydrochloride)
726,5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Promazine (hydrochloride)
727,3324,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,Famciclovir
728,49849508,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24.Cl,Asenapine (hydrochloride)
729,135705561,CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+],Carbazochrome (sodium sulfonate)
730,3475,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,Gliclazide
731,3040551,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,Ritodrine (hydrochloride)
732,13770,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,Cyproheptadine (hydrochloride)
733,5281098,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,Naftifine (hydrochloride)
734,207841,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,Procyclidine (hydrochloride)
735,3033818,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,Dolasetron
741,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Acetohexamide
742,441074,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,Quinidine
753,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,Quinine
754,6917715,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,Etonogestrel
755,117965,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,Levobupivacaine (hydrochloride)
756,13688298,C(CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-])CN.[Na+].[Na+].[Na+].[Na+],Alendronate (sodium hydrate)
757,68304,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,Dyclonine (hydrochloride)
758,65625,C(CS(=O)(=O)[O-])SSCCS(=O)(=O)[O-].[Na+].[Na+],Dimesna
759,91503,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,Hydroquinidine
771,6100671,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C,Ajmaline
772,5284513,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,Acitretin
773,12620,CCCCCCCCCCCCCCCCCCCCCCO,1-Docosanol
774,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Clozapine
775,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Niclosamide
776,5282230,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,Tranilast
777,10762,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[N+](=O)([O-])[O-],Thiamine nitrate
778,15443,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,Azaperone
779,3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Loxapine
780,163751,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,Fasudil (Hydrochloride)
781,40127,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O.Cl,Carteolol (hydrochloride)
782,6918111,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.O.Cl,Ropivacaine (hydrochloride monohydrate)
783,115355,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Nitisinone
784,656583,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C,Trilostane
785,73957,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,Pramocaine (hydrochloride)
786,6238,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,17-Hydroxyprogesterone
787,5282199,CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C,Teprenone
788,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Furosemide
789,60758,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,Alosetron (Hydrochloride)
790,517321,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,Proparacaine (Hydrochloride)
791,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Piroxicam
792,3033637,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,Nizatidine
793,104769,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl,Esmolol (hydrochloride)
794,11551689,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl.Cl,Pitolisant (hydrochloride)
795,60855,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,Zanamivir
796,6918303,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5.Cl,Palonosetron (Hydrochloride)
797,446727,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,Brivudine
798,5815,CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,L-Epinephrine (Bitartrate)
799,60834,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,Duloxetine (hydrochloride)
800,5824,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-],Neostigmine (methyl sulfate)
801,4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,Proglumide
802,11082908,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)[O-].C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)[O-].[Ca+2],Mitiglinide (Calcium)
803,5702098,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,Nylidrin (hydrochloride)
804,208910,CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C,Firocoxib
805,6202,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],Thiamine hydrochloride
806,54677971,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,Tenoxicam
807,5702160,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,Famotidine
810,28417,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,Danazol
811,66007,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,Trihexyphenidyl (hydrochloride)
812,3686,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,Idebenone
813,2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,Chlorthalidone
814,83201,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl.Cl,Trimetazidine (dihydrochloride)
815,5284627,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,Topiramate
816,5284441,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,Phenoxybenzamine (hydrochloride)
817,125516,C1CC(N(C1)C(=O)CCCCC(=O)N2CCCC2C(=O)O)C(=O)O,Miridesap
818,5832,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,Norethindrone acetate
823,13789,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,Canrenone
824,5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Sulpiride
825,688272,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Levosulpiride
826,71352,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl,Dapoxetine (hydrochloride)
827,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,Lactulose
833,63009,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,Sertraline (hydrochloride)
834,15789,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,Ethacridine (lactate)
835,11371328,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O.Cl,Hydroxyfasudil (hydrochloride)
836,6420013,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl,Buflomedil (hydrochloride)
837,107952,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,Betaxolol (hydrochloride)
838,60656,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,Levobetaxolol (hydrochloride)
839,107969,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl,Fingolimod (hydrochloride)
840,10631,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,Medroxyprogesterone
841,252372,CC1=CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4OC(=O)C)C)C,Methenolone (acetate)
842,44135723,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,Testosterone (propionate)
843,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Clotrimazole
844,15981397,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3,TAK-438 (free base)
845,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Omeprazole
846,62857,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,Fluoxetine (hydrochloride)
847,656682,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O.Cl,Metipranolol hydrochloride
848,65464,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,Benzydamine (hydrochloride)
849,66266,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,Diphenidol (hydrochloride)
850,135413505,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+],Olsalazine (Disodium)
851,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Nifedipine
852,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,Enoxacin (hydrate)
853,27447,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,Cephalexin
857,5763,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Adiphenine (hydrochloride)
858,41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Torsemide
859,5284514,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,Acrivastine
860,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,Bexarotene
861,65264,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,Granisetron (Hydrochloride)
862,71616,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Voriconazole
863,38103,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,Cefradine
864,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,Panobinostat
865,71339,CC1C2C(C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])C(C)O,Biapenem
866,443955,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,Vinpocetine
867,3033332,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,Ranitidine (hydrochloride)
868,13770,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,Cyproheptadine (hydrochloride sesquihydrate)
869,68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,Clomipramine (hydrochloride)
870,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Meloxicam
871,108143,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,Tamibarotene
872,5381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,Tazarotene
873,180335,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O.Cl,Rotigotine (Hydrochloride)
874,441140,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Griseofulvin
875,134896,CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N.Cl,Tinoridine hydrochloride
876,198165,CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1.OP(=O)(O)O,Dimemorfan (phosphate)
878,92806,CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2.Cl,Drofenine (hydrochloride)
879,443867,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl,Butenafine (Hydrochloride)
880,54259,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl,Amorolfine (hydrochloride)
881,5905,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,Idoxuridine
882,71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Aceclofenac
883,441347,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl,Metoclopramide (hydrochloride hydrate)
884,3003141,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,Luliconazole
885,2449,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,Seratrodast
886,15376,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,Vincamine
887,5282375,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,Etretinate
888,5315,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,Succinylsulfathiazole
889,72301,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,Rotundine
892,4842,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,Pipobroman
893,5702295,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N.Cl,Benzamil hydrochloride
894,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,Thiamphenicol
895,6419941,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,Homatropine (Bromide)
896,6434144,CN1CCCN=C1C=CC2=CC=CS2.C(C(C(=O)O)O)(C(=O)O)O,Pyrantel (tartrate)
897,1548887,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Sulindac
898,5282139,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,Pheniramine (Maleate)
899,54585,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,Balsalazide
900,15983988,CN1C(=O)C=C(N(C1=O)CC2=C(C=CC(=C2)F)C#N)N3CCCC(C3)N,Trelagliptin
901,156419,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,Cinacalcet
902,77999,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,Rosiglitazone
903,4634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,Oxybutynin
904,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Indomethacin
905,22324,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.O.[Cl-],Cetylpyridinium (chloride monohydrate)
906,5865,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,Prednisone
907,6435415,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,Cilastatin
908,123619,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,Etoricoxib
909,23663991,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+],Ibandronate (Sodium Monohydrate)
910,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,Capecitabine
911,8520,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Piperidolate (hydrochloride)
912,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Nitrendipine
913,4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,Nadifloxacin
914,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,Prednisolone
915,222786,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,Cortisone
